Comments,sentiments
your own na to dey scamper for bad news every day I pity your girlfriendShe fit dey wait make you come back home with foodies and goodies from the mallMeanwhile you left home since morning  go check where cow jam person,negative
Suffer never do you?Just dey play you hear? Dey play.,negative
I thought some persons said Flights no dey follow Niger now😄😄Nigerians and overtalking sha,negative
People who over speed are suffering from mental illnesses in my opinion. Where you dey run go,neutral
My own original very dark man any other dark man is a counterfeit... Anyway Madam Remi dey there to pillow talk your Boss on itsekiri interest ....so stay close to your sister o ...,neutral
Lolz.. baba stil dey?,neutral
"I've never seen a useless and un serious country and government as Nigeria.They always prioritize rubbish.A serious government whose people are plunging into poverty by the minute will suspend this rubbish ceremony and focus on fixing this wrecked country.But no, dey focus on celebrating and wasting money on useless independence that got no value for the citizens. Spit",negative
"Lol they're going for Pilgrimage    You see people going somewhere because of Money you still dey ask question....Can Saudi Offer Player 20,000 usd per week and see turn up....",neutral
Yes he is we know they of what difference is the name your quoted and GRV Hundeyin n Oduduwa agitators ? You think Yorubas can not see tru your deceit or why do you think they of no relevance here.,negative
"Dollar wey Osinbajo, Tinubu and Buhari accuse say e Dey 216.Human beings are truly wicked",negative
Walahi one day nigeria go catch fire... tribalism Dey hold am back.. na our person .. e the rot the go..But if an Igbo man enter there ba?Na by fire e go take catch fire ..Gej go be chides .. Tribalism destroyed Nigeria.  Envy will disintegrate it.. ... not Biafra noise or secession,negative
Heaven sef mind dey cut shuuu!,neutral
Obi the chief mouner who is always mourning sef dey talk,neutral
HmmmIt's like she had underground information that the Man would die that day.😒Dem no dey Trust Woman finish.,negative
"must be from the East or West. waitin carry you go meet them the 1st place. you have bought the land, you have bought the land from them and its now your property, so which one them they ask you for cut way be say na your own property you wan sell. them they crase? you dey do gentle man folllow them abi waitin xup.",negative
"Good...Mecca dey peace but Jerusalem, you don't wanna give peace.. Can we all respect our holy lands..",positive
"People who print whatever amount of the worthless Naira they wish and use the same to mop up any available Dollar for safekeeping na him una just dey wake up to? LolOther corrupt individuals in government circles usually look for ways to inflate contracts to be able to siphon and loot our commonwealth. But you see the ones working here, they just print whatever they want and voilaaa...Nigerians don't even understand how battered and murdered the country truly is...The country is just a huge joke...The said Ahmed Halilu is Aisha Buhari's brother.",negative
"With all these Iberiberism of packing full grown adults inside one house for weeks and paying dem for just loitering around one house, I sincerely don't know what to say again.Dem still come out una still dey use them for publicity, na waoh!!!",negative
"Walahi Niger go match us fight to fight   this one no country, no wonder OPC don dey guard police station",negative
HahahahaAmechi is coming back home.But it's too late.You go dey bench for 12 years as a lesson,negative
😂. Nothing dey happen.,neutral
"Twyse, my number one skit maker in Nigeria.Dude is just too good. Junior no be pikin wey person fit beg God forSade, the skan skan wey dey for her head heh no here.Taofeek, you no wan play with gun nowMummy Tobi, typical African mum, she wants to complain of everything.Daddy Tobi, ready to wake trouble up and pay for it.Grandma, mama no wan gree old.Give it to Twyse jor, one person different characters",negative
"Lol women wey u Dey feed , house and cloth , wey never see 10% of your net worth self Dey hard to control how much more the one that earns more than you do . No try am abeg",negative
Lemme confirm from Haruna first cos una too dey lie.,negative
"Not worse than what The evil party APC has done to Nigerias, if dem no finish this country Dey no go ever rest",negative
Your phone na fake maybe sef e don dey spoilOriginal no get oh,negative
LOL you dey use both Quran and Bible? Lmao,neutral
"Labour landAs I carefully  read thru, Op i no see ur Name as him Aides (media or SA)So base on Obidient opinion u dey gather our eyes to read werin dem Programme you to do? DEM GIFT AM, and he rejected but dem no change Documents for over a Year ? Dey play,  why e no go court to reject?  EbolaTinubu:MumuTypical programmed specimen ""The mummy""""Yes DADDY"" is an OBIDIENT response for absorbing Command! No argument all station settled no case to answer.janeedema:When one is dirty, it's not surprising when they think everyone else has skeletons in their cupboards.Take it or leave it!Obi is the closest we have in this nation to a Saint.quote author=Wealthoptulent post=125993278]Labour landAs I carefully  read thru, Op i no see ur Name as him Aides (media or SA)So base on Obidient opinion u dey gather our eyes to read werin dem Programme you to do? DEM GIFT AM, and he rejected but dem no change Documents for over a Year ? Dey play,  why e no go court to reject?  Typical programmed specimen ""The mummy""""Yes DADDY"" is an OBIDIENT response for absorbing Command! No argument all station settled no case to answer.janeedema:When one is dirty, it's not surprising when they think everyone else has skeletons in their cupboards.Take it or leave it!Obi is the closest we have in this nation to a Saint. SAINT OBI ni ! common carry ur emotion commot politics and enter oza room , make ur guy run u taaaaata taaata pra! Make u scream & cream  Kaycee9242:Just look at what you wrote, he should go to court to reject a land he has been publicly denouncing, or are you insinuating he didn't have money to develop that land if he wanted it? Try get sense  na publicly denying or rejections mean assertive or affirmative decisions ? Did i say he didn't have money to develop ? Wetin u dey comprehend sef?No evidence u have Brai🧠 wey dey Run Sense. U jus dilute matter!",negative
you think you can appease muslims Na israel fit dem since france no dey get sense,negative
E be like say charly boy don dey mental.,positive
"Hehehe..Dino is not different from Yahya Bello in any way.Person neva become governor, he dey wear Timberland boots.Na God know wetin he go wear if he becomes a governor.",negative
LolEverybody dey talk who be this one,neutral
Reno ofockery wey no worth 1k usdas e dey pain you oooe dey sweet me baje oooas e dey pain you oooe dey sweet me baje bajeas e dey pain gan gane dey sweet me baje bajegbagili gbagili gbagiliHahahahahaha nice song,negative
