text,Sentiments
These cashews are from a facility that only processes cashews.  I’m allergic to other nuts and I don’t have to worry about cross contamination.  The cashews are fresh and delicious.,positive
"I discovered these mints on a recent trip to the Netherlands, and fell in love. However, this particular presentation was disappointing. Instead of a nice ""gift box"" with a fancy ribbon, I got a beat-up looking black box, sealed with packing tape, with an inventory sticker on top, and padded out with wadded up kraft paper. What's more, two of the mint rolls were beaten up pretty badly, such that the first 3-4 mints were in pieces. Given that the shipping box arrived in pristine condition and the gift box looked ""ratty, but fine"", I'd guess that the candy was crushed BEFORE they were boxed up.Normally I'd chalk this up to ""life sucks sometimes"", but if I'm buying imported candy at vastly inflated prices, I want it to be perfect. I'd order these mints again in a heartbeat... but probably not from this vendor.",negative
"I lived in Germany for years and learned how to make the potato salad. Preparation is time consuming, so I decided to go with the canned version. What a disappointment! It does NOT taste like German potato salad. It is runny like soup, is much too expensive, and the flavor is awful!",negative
Good 👍 price,positive
"I love hot sauces, and this has amazing flavor with a perfect amount of heat. Highly recommended.",positive
Made Halloween cake for a Halloween birthday girl!,positive
"The candy is extremely tasty, but they came melted together in one toi-hard-to -chew bunch! I can break one or two off the bunch, but basically I paid for nothing.",negative
This is so misleading. You can't advertise an item as vegan/vegan-friendly and put whey in it. Whey has dairy. Whey comes from milk. This is especially frustrating because of the lack of product ingredients listed. I was SO excited to finally find a good Nutella substitute. What a disappointment.,negative
I have been looking for a gingerbread coffee that tastes like many gingerbread men were sacrificed in the making of a delicious cup of coffee and I have found it!!! This coffee tastes great. I love the gingerbread and spice taste. It really is the best gingerbread flavored coffee I have had. This is my new go to for Christmas coffee.,positive
Use this on a butternut squash and people will think you are a master chef.Also pretty good in a bourbon.,positive
"If you have never tried chick-o-stick, look for it in the gas stations -- they usually have it in the candy aisle with the candy bars.  It tastes like a butterfinger without the chocolate.  I LOVE them, and these are the perfect little bite-sized pieces.  Nice to have on the desk at work.  They used to be amazon prime shipping, and here's hoping they go back to it!  I've ordered snacks/candy on Amazon before and have gotten some very stale products, but these were fresh and good.  Recommend!",positive
I was disappointed with this flavor. I feel like it needs more sugar and more lemon. The lemon flavor they use tastes a bit strange. My son won't eat them. And now I have this whole box :/,negative
"Every Pod in this pack tasted the exact same, instead of 8 varieties, I received 4 and they all tasted like cheap dirt. I was looking for a rich bold taste accompanied by the kick of a caffeine-fueled mule.  But what I got was an underwhelming box of dirt water flavor packets that have as about as much caffeine as a  glass of green tea.",negative
"Perfect consistency, fresh taste. Excellent Product.",positive
A little expensive. Very close taste to the real tomyum.,positive
By far the BEST cut of meat I have ever had. So tender and so full of flavor! Will buy again for sure!,positive
Definitely perks up my latte!,positive
I really like this juice.  Is great for feeling a little under the weather during a illness or occasional mild hangover,positive
Purchased two of them!,positive
its mac and cheese. its delicious and yellow in color?!,positive
I gave these as gifts to individuals in their time of griefl.  They were delivered on time and were highly appreciated by the recipients.  I appreciate being able to send something and know they will get what I sent.,positive
